tx_id,tx_size,tx_fee
92618,604,9180
92619,875,9908
92620,694,4605
92621,524,5404
92622,244,9694
92623,122,1732
92624,367,8753
92625,434,4740
92626,496,8340
92627,559,6172
92628,890,6789
92629,829,7935
92630,115,9152
92631,315,1633
92632,192,6025
92633,523,1136
92634,468,2067
92635,355,3273
92636,874,6306
92637,309,1148
92638,683,6412
92639,307,2343
92640,641,9485
92641,499,7555
92642,257,5665
92643,286,4926
92644,112,6563
92645,560,4567
92646,553,4905
92647,704,4013
92648,786,7450
92649,757,6065
92650,862,6231
92651,578,5323
92652,976,1343
92653,753,7725
92654,673,1238
92655,978,9219
92656,300,1787
92657,811,6255
92658,761,1866
92659,284,1904
92660,929,8815
92661,652,4432
92662,375,1303
92663,543,2966
92664,452,7550
92665,100,8296
92666,157,4862
92667,935,4221
92668,868,4300
92669,283,8905
92670,997,9448
92671,940,5268
92672,574,9153
92673,601,7216
92674,714,9863
92675,544,3029
92676,281,1774
92677,175,1300
92678,343,4135
92679,270,1645
92680,380,2642
92681,743,5644
92682,197,8152
92683,159,5593
92684,127,9174
92685,392,4616
92686,642,1577
92687,529,2506
92688,583,9464
92689,660,6711
92690,214,7913
92691,240,4598
92692,913,8288
92693,424,8491
92694,360,2181
92695,758,6761
92696,480,5412
92697,482,1932
92698,639,3584
92699,618,7214
92700,783,7204
92701,168,4106
92702,602,5233
92703,803,2970
92704,120,8785
92705,949,1703
92706,561,8031
92707,671,7718
92708,965,8232
92709,972,1806
92710,818,5625
92711,850,4452
92712,982,5178
92713,707,9789
92714,580,4587
92715,586,2554
92716,724,5787
92717,978,4369
92718,179,4078
92719,781,2283
92720,638,9234
92721,154,6360
92722,163,5105
92723,319,3403
92724,582,6309
92725,426,1079
92726,686,5915
92727,488,8124
92728,954,2870
92729,228,5290
92730,758,1778
92731,320,7143
92732,783,1937
92733,496,7515
92734,874,5418
92735,564,5370
92736,696,3522
92737,241,2859
92738,221,2079
92739,257,8317
92740,177,8502
92741,894,7500
92742,767,1313
92743,921,1492
92744,826,9882
92745,939,3082
92746,152,9880
92747,450,6594
92748,784,4685
92749,561,9151
92750,956,8073
92751,790,6533
92752,379,9492
92753,529,8047
92754,695,4577
92755,152,9030
92756,169,5129
92757,435,7940
92758,863,3897
92759,310,9730
92760,770,3032
92761,490,7785
92762,353,8242
92763,221,3318
92764,534,5232
92765,262,4310
92766,764,6783
92767,827,7853
92768,189,3091
92769,455,6923
92770,466,2111
92771,801,3589
92772,837,9298
92773,168,7119
92774,864,3521
92775,208,4233
92776,899,9765
92777,951,5846
92778,226,5574
92779,388,8339
92780,486,7739
92781,350,5897
92782,812,8188
92783,975,7824
92784,598,6700
92785,423,9281
92786,411,8596
92787,501,1204
92788,162,7709
92789,156,4868
92790,890,7304
92791,651,2773
92792,762,5460
92793,800,5573
92794,257,3755
92795,407,2526
92796,651,6613
92797,792,1291
92798,495,9500
92799,584,7127
92800,903,2163
92801,348,2848
92802,600,1611
92803,496,9658
92804,467,1122
92805,223,1516
92806,781,5411
92807,500,8216
92808,198,5458
92809,138,1162
92810,452,6900
92811,128,4355
92812,188,4369
92813,555,4303
92814,153,1567
92815,945,1646
92816,815,1112
92817,154,8979
92818,133,7644
92819,974,2975
92820,151,1122
92821,394,3470
92822,226,5159
92823,352,2516
92824,600,6982
92825,470,3853
92826,361,6441
92827,520,9553
92828,412,3685
92829,875,8231
92830,205,3522
92831,450,7643
92832,313,8884
92833,646,9234
92834,651,6385
92835,748,8200
92836,647,8047
92837,842,1441
92838,210,3412
92839,801,3216
92840,614,5780
92841,243,1511
92842,714,2625
92843,568,7150
92844,154,6055
92845,963,3052
92846,281,4975
92847,451,5053
92848,494,5817
92849,634,6651
92850,403,1572
92851,197,3350
92852,236,7118
92853,649,8852
92854,822,8473
92855,507,2062
92856,139,7669
92857,643,1284
92858,235,1934
92859,436,6771
92860,263,1813
92861,453,1653
92862,689,3104
92863,702,1213
92864,730,2300
92865,896,2611
92866,934,3903
92867,996,5267
92868,299,5508
92869,337,2643
92870,139,4049
92871,705,7942
92872,801,1398
92873,682,2744
92874,638,1468
92875,884,2681
92876,160,6520
92877,954,9437
92878,958,2684
92879,442,7638
92880,913,9062
92881,323,7692
92882,794,7761
92883,937,6295
92884,374,3093
92885,996,1533
92886,414,5759
92887,791,6426
92888,444,3123
92889,937,1204
92890,722,2784
92891,835,9045
92892,753,1008
92893,404,2964
92894,915,8908
92895,740,5876
92896,154,1527
92897,900,4085
92898,428,4231
92899,133,8276
92900,675,3418
92901,673,5149
92902,960,3881
92903,159,8660
92904,651,2880
92905,841,2970
92906,388,3000
92907,973,1999
92908,729,6903
92909,601,3573
92910,964,3818
92911,543,8532
92912,512,5993
92913,943,4849
92914,452,8827
92915,398,2139
92916,388,9694
92917,928,3843
92918,142,3363
92919,226,1317
92920,671,9482
92921,622,4111
92922,318,7467
92923,676,7909
92924,735,5422
92925,239,7682
92926,552,1453
92927,745,9779
92928,493,3166
92929,648,1116
92930,506,2469
92931,690,6901
92932,352,2400
92933,556,4434
92934,987,3402
92935,914,7260
92936,952,1864
92937,281,5153
92938,704,7202
92939,654,5449
92940,547,6964
92941,573,3024
92942,427,6640
92943,209,7953
92944,194,8319
92945,809,1036
92946,623,4200
92947,313,9797
92948,715,5214
92949,414,3814
92950,556,6138
92951,334,8857
92952,405,3618
92953,672,1820
92954,830,3444
92955,823,8068
92956,445,6710
92957,254,6829
92958,748,9308
92959,549,8157
92960,792,9812
92961,465,6695
92962,659,3385
92963,296,3240
92964,411,4166
92965,562,6361
92966,957,1594
92967,823,9281
92968,572,6843
92969,305,6378
92970,899,1858
92971,686,9742
92972,552,6331
92973,418,7865
92974,349,8848
92975,700,4604
92976,347,3360
92977,641,7218
92978,369,6892
92979,247,9336
92980,998,1653
92981,767,3304
92982,836,6262
92983,679,9254
92984,777,8411
92985,516,6281
92986,502,8978
92987,767,3096
92988,299,2309
92989,179,6372
92990,996,2469
92991,602,1099
92992,622,4797
92993,490,8653
92994,978,6807
92995,787,7649
92996,624,4976
92997,793,1614
92998,688,2267
92999,206,2058
93000,174,2025
93001,923,6016
93002,503,4475
93003,779,5077
93004,656,7883
93005,211,3572
93006,780,9613
93007,443,9054
93008,721,6036
93009,724,8583
93010,214,9745
93011,294,9825
93012,277,5034
93013,283,4677
93014,935,6002
93015,554,7995
93016,772,7662
93017,452,5252
93018,483,7665
93019,374,7217
93020,449,8661
93021,807,8107
93022,677,3071
93023,584,6857
93024,934,7299
93025,436,6659
93026,786,7729
93027,600,4827
93028,521,2634
93029,693,5023
93030,850,2754
93031,477,7244
93032,329,6482
93033,103,7361
93034,820,1008
93035,737,2979
93036,460,5447
93037,686,4035
93038,801,9820
93039,752,6356
93040,617,7704
93041,878,7252
93042,841,2742
93043,359,9669
93044,922,6131
93045,956,2414
93046,493,3861
93047,353,8731
93048,507,6822
93049,325,1719
93050,500,6215
93051,757,3940
93052,985,5420
93053,181,2297
93054,224,5742
93055,658,7552
93056,508,5989
93057,892,2823
93058,886,8919
93059,332,5204
93060,679,1409
93061,390,7962
93062,664,5622
93063,249,7073
93064,727,9196
93065,366,7135
93066,696,6848
93067,765,7572
93068,605,8360
93069,964,9595
93070,779,7288
93071,746,7364
93072,788,2740
93073,183,5889
93074,276,7013
93075,664,4926
93076,128,8846
93077,280,5811
93078,134,6364
93079,111,6143
93080,423,9541
93081,776,6775
93082,412,2817
93083,397,2045
93084,706,5437
93085,212,1414
93086,452,4295
93087,613,2666
93088,830,8638
93089,455,6542
93090,140,1185
93091,587,2512
93092,344,9286
93093,510,1305
93094,362,4452
93095,459,8276
93096,248,5707
93097,910,9181
93098,604,5095
93099,408,9963
93100,549,9466
93101,220,6118
93102,692,1014
93103,168,2708
93104,791,8469
93105,311,9082
93106,657,6260
93107,770,2786
93108,513,5734
93109,118,6656
93110,459,8957
93111,984,1202
93112,228,9759
93113,567,5202
93114,828,5507
93115,373,7516
93116,623,9009
93117,869,3135
93118,651,3078
93119,704,7931
93120,518,8998
93121,267,5135
93122,525,5124
93123,524,3703
93124,879,4849
93125,763,5193
93126,283,1770
93127,757,4030
93128,276,3960
93129,698,6333
93130,903,3450
93131,516,8683
93132,518,7675
93133,465,5457
93134,479,8426
93135,505,3386
93136,134,8673
93137,582,2648
93138,773,7647
93139,479,5321
93140,498,2100
93141,950,2601
93142,916,4724
93143,337,6386
93144,221,1590
93145,483,3838
93146,391,3076
93147,137,9716
93148,126,5718
93149,656,3248
93150,503,6684
93151,196,6491
93152,992,3951
93153,102,7313
93154,876,4104
93155,308,5062
93156,309,2617
93157,495,9136
93158,270,5296
93159,650,4475
93160,516,9503
93161,280,4599
93162,223,2445
93163,862,7572
93164,184,1885
93165,883,4094
93166,685,1531
93167,937,2569
93168,258,1383
93169,149,2110
93170,827,9771
93171,776,9801
93172,677,2874
93173,229,3263
93174,478,6793
93175,112,6283
93176,834,1170
93177,646,1583
93178,366,3087
93179,142,3888
93180,460,9806
93181,713,2827
93182,789,7160
93183,871,3002
93184,263,4758
93185,379,8484
93186,479,3574
93187,402,1378
93188,864,3863
93189,507,4548
93190,636,1400
93191,445,1566
93192,143,6989
93193,757,7043
93194,880,2468
93195,164,3619
93196,326,1595
93197,583,8072
93198,592,2080
93199,213,7412
93200,681,6846
93201,695,2038
93202,535,7340
93203,503,7833
93204,391,7856
93205,279,8400
93206,114,9910
93207,433,5709
93208,895,6441
93209,211,7661
93210,647,7274
93211,141,7093
93212,223,5721
93213,959,5769
93214,480,7735
93215,954,2457
93216,103,5683
93217,894,7805
93218,649,3331
93219,300,7884
93220,490,8706
93221,440,6612
93222,839,2881
93223,688,9849
93224,128,1095
93225,159,1205
93226,404,7643
93227,616,8313
93228,569,1595
93229,886,2323
93230,124,5094
93231,413,9272
93232,176,9024
93233,897,4588
93234,629,3119
93235,987,2242
93236,305,7584
93237,932,7337
93238,926,4752
93239,714,9455
93240,539,6602
93241,291,1917
93242,354,3149
93243,891,4804
93244,423,5791
93245,306,9232
93246,930,5822
93247,971,5759
93248,565,8383
93249,722,4275
93250,737,2455
93251,274,1735
93252,850,4014
93253,653,9563
93254,784,3965
93255,125,4440
93256,979,9650
93257,620,5734
93258,623,3935
93259,414,6871
93260,675,3602
93261,822,1032
93262,325,5713
93263,636,7896
93264,104,9714
93265,626,1883
93266,386,8440
93267,521,4540
93268,500,8422
93269,503,1820
93270,666,8974
93271,117,5494
93272,660,7233
93273,309,8554
93274,819,6849
93275,209,9171
93276,222,5672
93277,643,5206
93278,352,1475
93279,402,2849
93280,219,2049
93281,206,7631
93282,455,9585
93283,566,8715
93284,213,7249
93285,203,1389
93286,397,9097
93287,979,7244
93288,501,4617
93289,686,9896
93290,127,2104
93291,809,3130
93292,658,7325
93293,827,1917
93294,427,1735
93295,883,5286
93296,163,8408
93297,416,7462
93298,266,5530
93299,296,1870
93300,937,1428
93301,563,5789
93302,771,6867
93303,130,1837
93304,837,1918
93305,408,9912
93306,195,1350
93307,182,4326
93308,148,1064
93309,732,4380
93310,772,4002
93311,245,4241
93312,326,6267
93313,498,6388
93314,549,8961
93315,613,2618
93316,942,2282
93317,609,9802
93318,586,6475
93319,896,6089
93320,848,6858
93321,370,7404
93322,301,6981
93323,461,7790
93324,611,6784
93325,168,8723
93326,317,3266
93327,929,5370
93328,851,4173
93329,619,3730
93330,404,6490
93331,779,3979
93332,242,9664
93333,180,3360
93334,363,3234
93335,146,4846
93336,966,4306
93337,940,3322
93338,221,6045
93339,467,4833
93340,521,8972
93341,458,8503
93342,209,2237
93343,871,3859
93344,272,3815
93345,716,4296
93346,347,4010
93347,489,4076
93348,827,9525
93349,770,7198
93350,758,5405
93351,855,8344
93352,720,3945
93353,146,1863
93354,511,7848
93355,215,2056
93356,150,6584
93357,249,7810
93358,751,5610
93359,761,5232
93360,164,2592
93361,383,7525
93362,179,7938
93363,716,1838
93364,945,3705
93365,113,4530
93366,802,8106
93367,889,3812
93368,125,2077
93369,125,7895
93370,354,9644
93371,430,8167
93372,556,2567
93373,788,3504
93374,221,4831
93375,974,9398
93376,710,7487
93377,478,2158
93378,806,8104
93379,444,7783
93380,335,1176
93381,402,4562
93382,871,7216
93383,584,5369
93384,885,1124
93385,448,3693
93386,296,8825
93387,567,8472
93388,410,6503
93389,326,6567
93390,613,4705
93391,181,4294
93392,773,7035
93393,845,5375
93394,286,1823
93395,119,7887
93396,900,3833
93397,282,10000
93398,740,9973
93399,295,8881
93400,195,4141
93401,339,3776
93402,929,8209
93403,417,2781
93404,110,4431
93405,228,3798
93406,107,2058
93407,415,5128
93408,470,2181
93409,714,5642
93410,453,8304
93411,455,3010
93412,379,1933
93413,275,2803
93414,513,9832
93415,344,8189
93416,501,1217
93417,977,1240
93418,877,7974
93419,191,1603
93420,919,5218
93421,447,5165
93422,883,5940
93423,192,9431
93424,1000,9612
93425,136,8112
93426,182,6597
93427,914,6493
93428,923,8944
93429,335,6321
93430,559,3522
93431,820,2578
93432,474,9417
93433,977,2451
93434,527,3610
93435,559,5307
93436,637,4447
93437,920,7910
93438,560,5448
93439,694,5105
93440,893,6788
93441,350,7628
93442,395,5681
93443,720,9638
93444,316,5781
93445,763,8417
93446,289,7360
93447,116,7817
93448,937,1269
93449,745,7498
93450,439,7358
93451,977,4595
93452,214,8355
93453,439,6693
93454,474,7269
93455,918,5253
93456,293,1775
93457,334,5841
93458,963,4828
93459,580,4242
93460,217,4193
93461,725,6115
93462,573,6173
93463,742,8307
93464,371,2764
93465,187,4745
93466,581,3907
93467,144,5521
93468,757,8052
93469,804,7686
93470,525,6355
93471,233,2430
93472,485,4359
93473,829,6245
93474,566,8121
93475,929,3676
93476,858,3861
93477,997,7820
93478,888,1403
93479,735,5207
93480,642,3785
93481,993,6743
93482,637,2373
93483,637,5154
93484,410,7549
93485,452,6001
93486,236,3054
93487,196,2604
93488,978,8245
93489,397,7625
93490,520,3753
93491,676,7526
93492,298,6036
93493,850,9861
93494,739,6313
93495,138,2354
93496,305,5358
93497,568,8569
93498,151,2161
93499,562,1942
93500,101,6287
93501,856,3180
93502,686,4739
93503,655,4527
93504,602,8963
93505,240,9416
93506,946,3223
93507,330,2317
93508,295,8914
93509,152,8477
93510,651,8195
93511,949,3553
93512,680,7327
93513,480,1752
93514,337,7813
93515,520,1734
93516,149,5981
93517,521,9348
93518,356,2420
93519,912,6593
93520,600,2086
93521,583,1826
93522,169,9465
93523,197,6775
93524,893,8450
93525,295,1855
93526,465,2344
93527,568,6441
93528,842,7293
93529,736,3994
93530,571,6899
93531,431,8684
93532,240,7655
93533,845,5877
93534,283,1718
93535,871,1769
93536,377,8580
93537,827,7302
93538,154,9465
93539,303,7651
93540,343,3512
93541,759,3276
93542,662,1301
93543,457,1230
93544,362,4903
93545,976,4102
93546,805,2876
93547,279,9593
93548,482,4087
93549,111,4030
93550,854,7756
93551,242,9256
93552,558,8475
93553,247,9836
93554,541,2537
93555,748,6519
93556,996,7526
93557,310,1274
93558,997,1500
93559,728,6035
93560,405,5811
93561,143,5440
93562,569,3915
93563,323,4573
93564,705,5561
93565,207,5328
93566,303,7445
93567,938,7699
93568,683,8525
93569,139,5121
93570,736,6489
93571,364,9889
93572,248,2625
93573,144,9506
93574,408,8276
93575,333,1306
93576,773,8789
93577,269,8901
93578,937,1928
93579,368,3056
93580,824,6768
93581,324,7202
93582,901,5214
93583,220,5262
93584,432,4831
93585,886,2153
93586,788,3156
93587,895,3860
93588,105,6322
93589,170,3936
93590,398,5919
93591,529,7295
93592,111,9047
93593,701,3643
93594,769,3204
93595,497,7084
93596,205,6854
93597,909,6458
93598,579,2536
93599,272,2248
93600,598,1524
93601,101,5787
93602,164,8934
93603,218,7162
93604,520,7157
93605,735,4145
93606,645,6557
93607,882,3571
93608,267,9690
93609,590,3414
93610,371,6018
93611,537,9167
93612,804,7434
93613,620,4497
93614,713,2257
93615,233,9654
93616,384,7899
93617,187,7480
93618,719,4436
93619,141,3078
93620,312,2642
93621,1000,2131
93622,354,8035
93623,591,3013
93624,850,6158
93625,870,4749
93626,885,8201
93627,915,5852
93628,179,5413
93629,557,3467
93630,380,3230
93631,427,5895
93632,895,4117
93633,550,4486
93634,836,6110
93635,146,7892
93636,767,5245
93637,845,5025
93638,766,3410
93639,827,8656
93640,200,2192
93641,674,5282
93642,811,7476
93643,518,7888
93644,469,7661
93645,169,1472
93646,766,9676
93647,833,5639
93648,150,4378
93649,641,2060
93650,758,4265
93651,372,1384
93652,991,4493
93653,159,5927
93654,587,2205
93655,727,1401
93656,524,9186
93657,368,9011
93658,161,5455
93659,932,1866
93660,221,2423
93661,155,7182
93662,946,4898
93663,502,1850
93664,560,2464
93665,270,6329
93666,535,7492
93667,447,3216
93668,899,4488
93669,625,6990
93670,497,6934
93671,699,2056
93672,707,9242
93673,253,5007
93674,597,8746
93675,959,6664
93676,360,3088
93677,227,3791
93678,783,2270
93679,370,9990
93680,381,6618
93681,573,6161
93682,853,2346
93683,411,1556
93684,517,8169
93685,142,4390
93686,371,9305
93687,109,9815
93688,770,5528
93689,782,6964
93690,629,6232
93691,809,9801
93692,152,5059
93693,522,5208
93694,491,8071
93695,933,1591
93696,668,5544
93697,700,2615
93698,582,7634
93699,654,9694
93700,375,6999
93701,840,6455
93702,448,7567
93703,293,7800
93704,631,3225
93705,934,4837
93706,448,3062
93707,610,8781
93708,776,3998
93709,319,2610
93710,606,6893
93711,548,8156
93712,669,2588
93713,272,5203
93714,774,6494
93715,879,4293
93716,604,4194
93717,387,3533
93718,170,5379
93719,809,4441
93720,592,8981
93721,311,4791
93722,325,3151
93723,470,2365
93724,356,4445
93725,467,8649
93726,516,7654
93727,115,5344
93728,162,3070
93729,621,1069
93730,815,2284
93731,605,4844
93732,331,5459
93733,765,5040
93734,750,2494
93735,756,3081
93736,493,9870
93737,262,8249
93738,230,8301
93739,805,7418
93740,380,4269
93741,451,1492
93742,980,4802
93743,840,7362
93744,712,6316
93745,909,1709
93746,903,2928
93747,543,6902
93748,264,1021
93749,980,8086
93750,484,2930
93751,741,8333
93752,326,5550
93753,757,3428
93754,528,3815
93755,223,3620
93756,631,8987
93757,154,5531
93758,747,1766
93759,819,6759
93760,418,9329
93761,601,9917
93762,358,4426
93763,243,6364
93764,995,1224
93765,779,1649
93766,494,5692
93767,929,5552
93768,940,4494
93769,250,2334
93770,886,3785
93771,255,3342
93772,117,9651
93773,376,6425
93774,250,4460
93775,122,2714
93776,634,6735
93777,468,9640
93778,123,2008
93779,773,1335
93780,587,8854
93781,295,7072
93782,989,9065
93783,628,6520
93784,991,8608
93785,354,5146
93786,536,3168
93787,669,5033
93788,138,9279
93789,423,2027
93790,788,4995
93791,479,3180
93792,314,3029
93793,398,1976
93794,501,8718
93795,729,8129
93796,357,7154
93797,362,4061
93798,936,7267
93799,147,8465
93800,930,2775
93801,168,2820
93802,946,6088
93803,241,1332
93804,921,7875
93805,881,7783
93806,297,3943
93807,223,7323
93808,693,5485
93809,196,6503
93810,246,6528
93811,458,6619
93812,397,2526
93813,783,2029
93814,820,1530
93815,498,4249
93816,885,2905
93817,287,6667
93818,451,5327
93819,748,8995
93820,169,7232
93821,893,2570
93822,845,2758
93823,209,5850
93824,645,5425
93825,180,1759
93826,539,1677
93827,299,4296
93828,893,8627
93829,893,4166
93830,152,5384
93831,351,9738
93832,912,3554
93833,417,8913
93834,877,1556
93835,436,8405
93836,174,8396
93837,864,4599
93838,114,1009
93839,676,7886
93840,471,1917
93841,677,2715
93842,231,8045
93843,335,7937
93844,738,1273
93845,489,6741
93846,595,8728
93847,671,5480
93848,166,5670
93849,552,9146
93850,258,7397
93851,650,5216
93852,637,7207
93853,778,5341
93854,972,2805
93855,984,8178
93856,980,9628
93857,228,1168
93858,615,4193
93859,437,8974
93860,577,5290
93861,295,8255
93862,577,1718
93863,772,2969
93864,757,8395
93865,457,3322
93866,534,4089
93867,418,7982
93868,824,5466
93869,516,1010
93870,258,5690
93871,875,5544
93872,823,2960
93873,137,1710
93874,247,5187
93875,757,3782
93876,876,7735
93877,690,7674
93878,213,6541
93879,601,7331
93880,678,5801
93881,452,8100
93882,229,6170
93883,827,8999
93884,954,5029
93885,119,2183
93886,677,4784
93887,141,2066
93888,860,7232
93889,337,5048
93890,689,9284
93891,841,2747
93892,817,5789
93893,855,1794
93894,521,7413
93895,810,9172
93896,122,2628
93897,402,4247
93898,415,8788
93899,595,8975
93900,501,1130
93901,292,6686
93902,847,9452
93903,634,5593
93904,689,8736
93905,576,5377
93906,106,4833
93907,457,3138
93908,533,8904
93909,656,8779
93910,761,3086
93911,566,6867
93912,773,6165
93913,911,1035
93914,689,3126
93915,663,3866
93916,374,5650
93917,192,5167
93918,905,4716
93919,880,7684
93920,431,7902
93921,561,1127
93922,127,2973
93923,687,9033
93924,171,8455
93925,963,3674
93926,381,1656
93927,867,3431
93928,664,1109
93929,432,7532
93930,486,9314
93931,330,7558
93932,929,9390
93933,522,8576
93934,649,1120
93935,281,3235
93936,642,4388
93937,606,6169
93938,978,5207
93939,135,2153
93940,336,9656
93941,323,4147
93942,818,5281
93943,713,2989
93944,336,3733
93945,494,9222
93946,652,3091
93947,108,2046
93948,975,5506
93949,941,3873
93950,867,5609
93951,284,8186
93952,640,2448
93953,228,6472
93954,757,3766
93955,766,4913
93956,493,7139
93957,422,3672
93958,544,2666
93959,474,8564
93960,242,8893
93961,118,7371
93962,105,5685
93963,185,5617
93964,869,6168
93965,144,7062
93966,364,2598
93967,980,8092
93968,851,7046
93969,164,8396
93970,174,8229
93971,990,2163
93972,194,7513
93973,852,5564
93974,973,9065
93975,858,1239
93976,835,2436
93977,425,6650
93978,375,6766
93979,583,1071
93980,350,4199
93981,704,9124
93982,664,9672
93983,796,3056
93984,504,7207
93985,747,1482
93986,933,9648
93987,772,4097
93988,372,7189
93989,920,9617
93990,823,6722
93991,306,8369
93992,919,9708
93993,317,8213
93994,921,3873
93995,570,9071
93996,158,7328
93997,889,7468
93998,612,2001
93999,913,9157
94000,889,5805
94001,354,5720
94002,585,3013
94003,500,2673
94004,827,1289
94005,353,6299
94006,290,3687
94007,572,3476
94008,872,2627
94009,647,5399
94010,375,1943
94011,828,6298
94012,978,7319
94013,535,4252
94014,368,9233
94015,302,2813
94016,584,4405
94017,894,7891
94018,389,4436
94019,413,6946
94020,351,1777
94021,904,5174
94022,599,8903
94023,536,2633
94024,958,3910
94025,276,2700
94026,535,1258
94027,538,5706
94028,930,9543
94029,364,7366
94030,302,9286
94031,156,9155
94032,275,1487
94033,447,8526
94034,157,7784
94035,358,1385
94036,705,9953
94037,175,9261
94038,301,7588
94039,108,1847
94040,269,9108
94041,217,9489
94042,620,7191
94043,930,2303
94044,850,5556
94045,117,7648
94046,881,3364
94047,964,3438
94048,738,7025
94049,432,3133
94050,578,7178
94051,495,2469
94052,963,2733
94053,472,2953
94054,702,3937
94055,245,9676
94056,955,2638
94057,493,1217
94058,437,2017
94059,308,4074
94060,541,9536
94061,765,9333
94062,793,8752
94063,200,4571
94064,504,2755
94065,356,1595
94066,380,3076
94067,445,7655
94068,453,9025
94069,309,4045
94070,429,4484
94071,144,1866
94072,475,9201
94073,558,9295
94074,460,8825
94075,300,9655
94076,328,4254
94077,499,3816
94078,198,9767
94079,780,9504
94080,831,7358
94081,711,1903
94082,791,3556
94083,988,6157
94084,919,5652
94085,245,9931
94086,223,8797
94087,163,3512
94088,186,6230
94089,610,8797
94090,577,4448
94091,493,4224
94092,619,4155
94093,520,3630
94094,602,8090
94095,671,5617
94096,795,5316
94097,848,7737
94098,671,9202
94099,493,1688
94100,213,3040
94101,587,1133
94102,550,9151
94103,236,5558
94104,203,2284
94105,303,6889
94106,396,7062
94107,764,5699
94108,284,4475
94109,342,9766
94110,434,9214
94111,891,7754
94112,567,7160
94113,258,5007
94114,811,6429
94115,993,8674
94116,1000,9176
94117,787,4216
94118,876,6629
94119,264,4043
94120,544,5433
94121,562,3674
94122,260,7624
94123,945,8797
94124,882,8327
94125,835,7417
94126,504,4421
94127,690,2964
94128,977,5999
94129,463,5981
94130,750,5437
94131,974,2941
94132,886,1931
94133,860,5849
94134,177,8997
94135,240,6099
94136,988,4235
94137,219,4669
94138,875,1523
94139,356,5362
94140,140,2575
94141,381,8730
94142,319,1932
94143,631,9341
94144,111,6942
94145,750,8088
94146,202,3159
94147,163,8041
94148,256,7889
94149,669,9118
94150,283,3255
94151,517,3723
94152,424,5698
94153,497,1560
94154,534,5657
94155,859,4852
94156,410,9063
94157,396,2790
94158,696,9052
94159,551,3129
94160,676,4638
94161,250,4182
94162,372,1954
94163,622,9863
94164,141,6239
94165,880,1462
94166,132,8898
94167,735,1351
94168,880,1339
94169,641,5394
94170,444,5250
94171,187,7946
94172,601,2113
94173,196,2818
94174,604,7846
94175,774,7916
94176,680,1003
94177,432,7969
94178,951,2649
94179,195,8079
94180,176,9566
94181,861,4888
94182,219,4163
94183,882,1359
94184,594,4908
94185,425,3675
94186,971,4844
94187,890,1986
94188,596,7399
94189,127,1031
94190,737,5036
94191,264,5657
94192,826,7016
94193,633,8164
94194,317,6804
94195,676,8375
94196,804,5034
94197,763,6140
94198,249,5035
94199,809,5248
94200,213,3287
94201,312,9417
94202,354,7906
94203,981,5617
94204,180,5381
94205,259,8925
94206,260,2524
94207,673,4426
94208,785,9337
94209,288,2701
94210,891,9366
94211,481,2680
94212,982,5207
94213,373,7802
94214,855,1752
94215,815,4035
94216,281,6350
94217,263,7750
94218,480,7924
94219,105,1164
94220,136,5365
94221,499,1045
94222,672,6809
94223,955,1980
94224,967,1960
94225,100,8648
94226,933,7710
94227,170,5115
94228,691,7220
94229,850,9100
94230,590,7410
94231,461,7414
94232,928,7324
94233,559,7475
94234,764,3719
94235,564,2144
94236,202,4140
94237,349,1772
94238,893,1849
94239,102,5085
94240,447,2082
94241,145,3162
94242,392,2131
94243,298,2190
94244,725,2310
94245,220,1021
94246,238,5818
94247,971,7340
94248,931,6269
94249,242,5776
94250,316,6713
94251,482,8123
94252,461,2205
94253,322,1910
94254,773,1841
94255,752,9302
94256,383,9785
94257,453,7899
94258,183,7236
94259,477,2848
94260,589,4876
94261,600,4027
94262,100,8402
94263,948,4124
94264,548,4658
94265,859,8141
94266,867,9995
94267,662,6488
94268,269,9223
94269,995,3335
94270,956,7624
94271,999,4276
94272,303,5595
94273,762,3713
94274,358,2410
94275,971,1062
94276,182,2709
94277,329,9245
94278,442,4269
94279,633,3365
94280,695,8287
94281,636,5846
94282,474,3679
94283,586,7878
94284,356,5082
94285,229,9656
94286,709,2316
94287,503,3599
94288,906,8165
94289,558,7590
94290,190,8640
94291,138,4945
94292,979,1704
94293,960,3399
94294,939,5105
94295,665,6685
94296,883,9779
94297,483,6807
94298,895,5795
94299,936,5987
94300,436,9062
94301,201,9393
94302,384,9900
94303,763,7636
94304,101,9095
94305,517,1494
94306,221,9839
94307,216,5406
94308,859,9371
94309,773,9973
94310,155,1010
94311,565,9863
94312,984,8195
94313,569,5840
94314,702,1590
94315,150,6491
94316,625,2159
94317,515,2780
94318,896,1516
94319,891,9214
94320,337,5608
94321,921,4186
94322,179,3681
94323,899,2976
94324,983,8099
94325,887,4951
94326,270,4786
94327,681,1132
94328,325,3534
94329,767,1956
94330,802,7288
94331,346,2601
94332,216,6390
94333,334,4056
94334,370,4223
94335,154,2512
94336,402,8215
94337,508,9014
94338,972,9058
94339,512,5439
94340,700,2191
94341,173,2468
94342,959,2402
94343,521,4383
94344,265,3774
94345,955,3541
94346,474,4109
94347,481,8543
94348,721,3149
94349,311,7176
94350,910,4619
94351,280,4899
94352,115,1572
94353,435,9764
94354,981,9334
94355,121,3391
94356,906,1438
94357,969,4087
94358,497,2607
94359,882,7174
94360,517,3434
94361,811,4301
94362,867,4696
94363,105,6632
94364,686,7850
